-157.500E-09,+11.859296355E-03,-49.359292490E-03
-155.000E-09,+11.256281286E-03,-53.379392950E-03
-152.500E-09,+12.361808913E-03,-49.359292490E-03
-150.000E-09,+12.763818959E-03,-48.354267376E-03
-147.500E-09,+13.768844074E-03,-41.319091571E-03
-145.000E-09,+16.984924441E-03,-45.339192031E-03
-142.500E-09,+14.472361654E-03,-48.856779933E-03
-140.000E-09,+15.979899326E-03,-44.836679474E-03
-137.500E-09,+13.668341562E-03,-48.354267376E-03
-135.000E-09,+15.376884257E-03,-44.836679474E-03
-132.500E-09,+17.688442022E-03,-40.816579014E-03
-130.000E-09,+16.180904349E-03,-48.354267376E-03
-127.500E-09,+15.175879234E-03,-40.816579014E-03
-125.000E-09,+16.080401838E-03,-37.298991112E-03
-122.500E-09,+20.201004809E-03,-48.354267376E-03
-120.000E-09,+19.999999786E-03,-40.816579014E-03
-117.500E-09,+16.281406861E-03,-36.796478555E-03
-115.000E-09,+14.572864165E-03,-41.319091571E-03
-112.500E-09,+18.492462113E-03,-36.796478555E-03
-110.000E-09,+18.492462113E-03,-36.796478555E-03
-107.500E-09,+16.984924441E-03,-36.796478555E-03
-105.000E-09,+16.984924441E-03,-32.776378095E-03
-102.500E-09,+17.788944533E-03,-40.314066457E-03
-100.000E-09,+16.683416907E-03,-32.776378095E-03
-97.500E-09,+18.592964625E-03,-36.293965997E-03
-95.000E-09,+20.100502297E-03,-37.298991112E-03
-92.500E-09,+17.788944533E-03,-32.776378095E-03
-90.000E-09,+17.688442022E-03,-36.293965997E-03
-87.500E-09,+18.592964625E-03,-25.238689733E-03
-85.000E-09,+19.396984717E-03,-32.273865538E-03
-82.500E-09,+22.311557550E-03,-32.776378095E-03
-80.000E-09,+17.688442022E-03,-32.273865538E-03
-77.500E-09,+17.688442022E-03,-25.238689733E-03
-75.000E-09,+20.100502297E-03,-21.218589274E-03
-72.500E-09,+20.201004809E-03,-21.218589274E-03
-70.000E-09,+21.909547504E-03,-21.218589274E-03
-67.500E-09,+22.412060062E-03,-20.213564160E-03
-65.000E-09,+23.216080153E-03,-20.716076717E-03
-62.500E-09,+21.809044993E-03,-23.731152062E-03
-60.000E-09,+21.005024901E-03,-17.198488815E-03
-57.500E-09,+20.904522389E-03,-16.695976257E-03
-55.000E-09,+19.396984717E-03,-16.695976257E-03
-52.500E-09,+23.517587688E-03,-13.178388355E-03
-50.000E-09,+22.010050015E-03,-16.695976257E-03
-47.500E-09,+20.100502297E-03,-9.660800453E-03
-45.000E-09,+21.708542481E-03,-16.193463700E-03
-42.500E-09,+22.010050015E-03,-16.695976257E-03
-40.000E-09,+19.296482205E-03,-15.690951143E-03
-37.500E-09,+20.301507320E-03,-12.173363241E-03
-35.000E-09,+22.412060062E-03,-9.158287896E-03
-32.500E-09,+22.512562573E-03,-12.173363241E-03
-30.000E-09,+22.311557550E-03,-5.138187436E-03
-27.500E-09,+21.005024901E-03,-4.635674879E-03
-25.000E-09,+23.115577642E-03,-1.118086977E-03
-22.500E-09,+21.708542481E-03,-4.635674879E-03
-20.000E-09,+21.708542481E-03,-4.133162322E-03
-17.500E-09,+24.020100245E-03,+3.404526040E-03
-15.000E-09,+22.110552527E-03,-4.635674879E-03
-12.500E-09,+20.904522389E-03,+2.902013483E-03
-10.000E-09,+22.512562573E-03,-113.061862E-06
-7.500E-09,+20.804019878E-03,+3.404526040E-03
-5.000E-09,+23.216080153E-03,-615.574419E-06
-2.500E-09,+23.417085176E-03,+6.922113942E-03
-0.0E+00,+20.804019878E-03,+3.404526040E-03
+2.500E-09,+21.005024901E-03,+7.424626499E-03
+5.000E-09,+22.613065084E-03,+10.942214402E-03
+7.500E-09,+22.412060062E-03,+7.424626499E-03
+10.000E-09,+22.512562573E-03,+10.942214402E-03
+12.500E-09,+19.195979694E-03,+15.464827418E-03
+15.000E-09,+23.216080153E-03,+14.962314861E-03
+17.500E-09,+22.713567596E-03,+11.444726959E-03
+20.000E-09,+21.708542481E-03,+11.444726959E-03
+22.500E-09,+20.904522389E-03,+15.464827418E-03
+25.000E-09,+21.708542481E-03,+15.967339976E-03
+27.500E-09,+21.608039970E-03,+19.987440435E-03
+30.000E-09,+22.311557550E-03,+18.982415321E-03
+32.500E-09,+20.804019878E-03,+19.484927878E-03
+35.000E-09,+21.608039970E-03,+22.500003223E-03
+37.500E-09,+20.100502297E-03,+15.967339976E-03
+40.000E-09,+23.115577642E-03,+23.002515780E-03
+42.500E-09,+21.608039970E-03,+24.007540894E-03
+45.000E-09,+19.899497274E-03,+23.002515780E-03
+47.500E-09,+22.613065084E-03,+24.007540894E-03
+50.000E-09,+21.005024901E-03,+27.022616239E-03
+52.500E-09,+21.809044993E-03,+31.042716699E-03
+55.000E-09,+20.100502297E-03,+31.545229256E-03
+57.500E-09,+20.904522389E-03,+27.525128797E-03
+60.000E-09,+23.819095222E-03,+28.027641354E-03
+62.500E-09,+16.281406861E-03,+35.062817158E-03
+65.000E-09,+20.301507320E-03,+28.027641354E-03
+67.500E-09,+20.201004809E-03,+35.062817158E-03
+70.000E-09,+22.512562573E-03,+31.545229256E-03
+72.500E-09,+23.216080153E-03,+31.545229256E-03
+75.000E-09,+19.999999786E-03,+35.565329716E-03
+77.500E-09,+20.201004809E-03,+39.585430175E-03
+80.000E-09,+21.608039970E-03,+35.565329716E-03
+82.500E-09,+17.085426953E-03,+36.067842273E-03
+85.000E-09,+18.291457091E-03,+38.580405061E-03
+87.500E-09,+21.708542481E-03,+39.585430175E-03
+90.000E-09,+20.100502297E-03,+43.605530635E-03
+92.500E-09,+19.195979694E-03,+43.103018077E-03
+95.000E-09,+15.376884257E-03,+40.087942732E-03
+97.500E-09,+19.296482205E-03,+43.605530635E-03
+100.000E-09,+16.683416907E-03,+39.585430175E-03
+102.500E-09,+15.276381746E-03,+44.108043192E-03
+105.000E-09,+20.703517366E-03,+47.625631094E-03
+107.500E-09,+17.688442022E-03,+43.605530635E-03
+110.000E-09,+15.175879234E-03,+44.108043192E-03
+112.500E-09,+15.376884257E-03,+43.605530635E-03
+115.000E-09,+16.080401838E-03,+47.123118537E-03
+117.500E-09,+16.783919418E-03,+44.108043192E-03
+120.000E-09,+15.175879234E-03,+47.625631094E-03
+122.500E-09,+11.155778775E-03,+48.128143651E-03
+125.000E-09,+12.864321470E-03,+51.645731553E-03
+127.500E-09,+15.175879234E-03,+55.163319456E-03
+130.000E-09,+14.673366677E-03,+47.123118537E-03
+132.500E-09,+12.160803890E-03,+55.163319456E-03
+135.000E-09,+11.256281286E-03,+48.128143651E-03
+137.500E-09,+10.653266217E-03,+55.163319456E-03
+140.000E-09,+15.075376723E-03,+55.665832013E-03
+142.500E-09,+13.567839051E-03,+55.665832013E-03
+145.000E-09,+8.040200919E-03,+51.645731553E-03
+147.500E-09,+14.572864165E-03,+55.665832013E-03
+150.000E-09,+9.346733568E-03,+55.665832013E-03
+152.500E-09,+8.140703430E-03,+55.163319456E-03
+155.000E-09,+8.542713476E-03,+59.183419915E-03
+157.500E-09,+8.844221011E-03,+59.685932472E-03
+160.000E-09,+7.336683338E-03,+59.685932472E-03
+162.500E-09,+8.844221011E-03,+60.188445030E-03
+165.000E-09,+7.336683338E-03,+59.183419915E-03
+167.500E-09,+5.628140643E-03,+59.685932472E-03
+170.000E-09,+5.527638132E-03,+63.706032932E-03
+172.500E-09,+5.527638132E-03,+60.188445030E-03
+175.000E-09,+4.020100459E-03,+55.665832013E-03
+177.500E-09,+5.628140643E-03,+56.168344570E-03
+180.000E-09,+5.527638132E-03,+60.188445030E-03
+182.500E-09,+3.216080368E-03,+63.706032932E-03
+185.000E-09,+3.316582879E-03,+59.685932472E-03
+187.500E-09,+3.919597948E-03,+67.223620834E-03
+190.000E-09,+1.005025115E-03,+63.706032932E-03
+192.500E-09,+1.708542695E-03,+63.203520375E-03
+195.000E-09,+603.015069E-06,+63.203520375E-03
+197.500E-09,+3.316582879E-03,+63.706032932E-03
+200.000E-09,-100.502511E-06,+67.726133391E-03
+202.500E-09,-1.608040184E-03,+64.208545489E-03
+205.000E-09,-1.608040184E-03,+63.706032932E-03
+207.500E-09,+804.020092E-06,+63.706032932E-03
+210.000E-09,-2.814070321E-03,+67.223620834E-03
+212.500E-09,-3.919597948E-03,+67.726133391E-03
+215.000E-09,-2.211055253E-03,+64.208545489E-03
+217.500E-09,-4.020100459E-03,+71.243721293E-03
+220.000E-09,-5.628140643E-03,+68.228645949E-03
+222.500E-09,-904.522603E-06,+68.228645949E-03
+225.000E-09,-4.924623063E-03,+63.706032932E-03
+227.500E-09,-7.236180827E-03,+64.208545489E-03
+230.000E-09,-3.316582879E-03,+64.208545489E-03
+232.500E-09,-4.824120551E-03,+63.706032932E-03
+235.000E-09,-4.321607994E-03,+67.726133391E-03
+237.500E-09,-7.939698407E-03,+63.706032932E-03
+240.000E-09,-7.035175804E-03,+71.243721293E-03
+242.500E-09,-4.020100459E-03,+63.706032932E-03
+245.000E-09,-9.748743614E-03,+63.706032932E-03
+247.500E-09,-10.351758683E-03,+63.706032932E-03
+250.000E-09,-8.844221011E-03,+67.726133391E-03
+252.500E-09,-5.728643155E-03,+71.746233851E-03
+255.000E-09,-8.040200919E-03,+63.706032932E-03
+257.500E-09,-10.351758683E-03,+64.208545489E-03
+260.000E-09,-7.236180827E-03,+64.208545489E-03
+262.500E-09,-8.140703430E-03,+64.208545489E-03
+265.000E-09,-7.336683338E-03,+63.706032932E-03
+267.500E-09,-7.236180827E-03,+59.685932472E-03
+270.000E-09,-8.944723522E-03,+60.690957587E-03
+272.500E-09,-10.452261195E-03,+63.706032932E-03
+275.000E-09,-11.256281286E-03,+63.203520375E-03
+277.500E-09,-10.452261195E-03,+56.670857127E-03
+280.000E-09,-11.256281286E-03,+67.726133391E-03
+282.500E-09,-12.160803890E-03,+62.701007817E-03
+285.000E-09,-8.844221011E-03,+59.183419915E-03
+287.500E-09,-9.849246126E-03,+67.726133391E-03
+290.000E-09,-9.045226034E-03,+63.706032932E-03
+292.500E-09,-11.055276264E-03,+63.706032932E-03
+295.000E-09,-13.768844074E-03,+59.685932472E-03
+297.500E-09,-10.351758683E-03,+60.188445030E-03
+300.000E-09,-16.080401838E-03,+60.188445030E-03
+302.500E-09,-12.160803890E-03,+60.188445030E-03
+305.000E-09,-12.160803890E-03,+60.188445030E-03
+307.500E-09,-12.763818959E-03,+59.685932472E-03
+310.000E-09,-15.276381746E-03,+59.183419915E-03
+312.500E-09,-14.271356631E-03,+59.183419915E-03
+315.000E-09,-11.457286309E-03,+63.706032932E-03
+317.500E-09,-16.080401838E-03,+59.183419915E-03
+320.000E-09,-15.075376723E-03,+59.183419915E-03
+322.500E-09,-11.256281286E-03,+55.665832013E-03
+325.000E-09,-12.864321470E-03,+55.163319456E-03
+327.500E-09,-16.180904349E-03,+52.148244111E-03
+330.000E-09,-17.487436999E-03,+62.701007817E-03
+332.500E-09,-15.477386769E-03,+59.685932472E-03
+335.000E-09,-15.477386769E-03,+55.163319456E-03
+337.500E-09,-14.472361654E-03,+48.128143651E-03
+340.000E-09,-13.768844074E-03,+52.148244111E-03
+342.500E-09,-17.688442022E-03,+51.645731553E-03
+345.000E-09,-16.180904349E-03,+51.645731553E-03
+347.500E-09,-15.276381746E-03,+48.128143651E-03
+350.000E-09,-15.376884257E-03,+47.625631094E-03
+352.500E-09,-20.100502297E-03,+47.625631094E-03
+355.000E-09,-15.276381746E-03,+48.128143651E-03
+357.500E-09,-16.783919418E-03,+47.625631094E-03
+360.000E-09,-17.788944533E-03,+44.108043192E-03
+362.500E-09,-17.788944533E-03,+44.108043192E-03
+365.000E-09,-16.884421930E-03,+50.640706439E-03
+367.500E-09,-21.005024901E-03,+47.123118537E-03
+370.000E-09,-20.100502297E-03,+47.625631094E-03
+372.500E-09,-21.809044993E-03,+47.123118537E-03
+375.000E-09,-21.005024901E-03,+39.585430175E-03
+377.500E-09,-21.809044993E-03,+36.067842273E-03
+380.000E-09,-18.592964625E-03,+40.087942732E-03
+382.500E-09,-19.296482205E-03,+39.082917618E-03
+385.000E-09,-21.005024901E-03,+31.545229256E-03
+387.500E-09,-23.417085176E-03,+36.067842273E-03
+390.000E-09,-18.492462113E-03,+39.585430175E-03
+392.500E-09,-24.020100245E-03,+35.062817158E-03
+395.000E-09,-23.115577642E-03,+35.062817158E-03
+397.500E-09,-25.025125360E-03,+31.042716699E-03
+400.000E-09,-19.999999786E-03,+39.082917618E-03
+402.500E-09,-23.316582665E-03,+31.545229256E-03
+405.000E-09,-22.512562573E-03,+35.062817158E-03
+407.500E-09,-17.085426953E-03,+31.545229256E-03
+410.000E-09,-24.723617826E-03,+31.042716699E-03
+412.500E-09,-24.120602757E-03,+31.042716699E-03
+415.000E-09,-22.512562573E-03,+31.042716699E-03
+417.500E-09,-22.713567596E-03,+31.545229256E-03
+420.000E-09,-25.628140429E-03,+23.505028337E-03
+422.500E-09,-27.336683124E-03,+23.505028337E-03
+425.000E-09,-24.723617826E-03,+19.987440435E-03
+427.500E-09,-25.728642941E-03,+19.987440435E-03
+430.000E-09,-24.020100245E-03,+19.484927878E-03
+432.500E-09,-25.728642941E-03,+23.002515780E-03
+435.000E-09,-23.417085176E-03,+15.967339976E-03
+437.500E-09,-28.944723308E-03,+19.484927878E-03
+440.000E-09,-22.713567596E-03,+19.484927878E-03
+442.500E-09,-26.532663032E-03,+15.464827418E-03
+445.000E-09,-25.829145452E-03,+18.982415321E-03
+447.500E-09,-26.633165544E-03,+10.942214402E-03
+450.000E-09,-26.532663032E-03,+14.962314861E-03
+452.500E-09,-29.748743400E-03,+11.947239516E-03
+455.000E-09,-25.125627872E-03,+11.947239516E-03
+457.500E-09,-28.944723308E-03,+11.444726959E-03
+460.000E-09,-25.728642941E-03,+11.444726959E-03
+462.500E-09,-26.733668055E-03,+3.404526040E-03
+465.000E-09,-29.748743400E-03,+3.404526040E-03
+467.500E-09,-25.829145452E-03,+3.404526040E-03
+470.000E-09,-27.437185636E-03,+7.424626499E-03
+472.500E-09,-25.628140429E-03,+2.902013483E-03
+475.000E-09,-28.040200705E-03,+2.902013483E-03
+477.500E-09,-28.944723308E-03,+3.404526040E-03
+480.000E-09,-26.532663032E-03,+3.404526040E-03
+482.500E-09,-28.944723308E-03,+2.902013483E-03
+485.000E-09,-28.844220797E-03,-615.574419E-06
+487.500E-09,-29.648240889E-03,+2.902013483E-03
+490.000E-09,-25.025125360E-03,+2.902013483E-03
+492.500E-09,-28.140703216E-03,-615.574419E-06
+495.000E-09,-29.648240889E-03,-5.138187436E-03
+497.500E-09,-25.125627872E-03,-4.635674879E-03
+500.000E-09,-28.341708239E-03,-4.635674879E-03
+502.500E-09,-27.336683124E-03,-12.173363241E-03
+505.000E-09,-27.336683124E-03,-12.173363241E-03
+507.500E-09,-26.633165544E-03,-12.675875798E-03
+510.000E-09,-27.336683124E-03,-9.158287896E-03
+512.500E-09,-27.437185636E-03,-16.193463700E-03
+515.000E-09,-28.040200705E-03,-12.675875798E-03
+517.500E-09,-29.045225820E-03,-16.193463700E-03
+520.000E-09,-28.040200705E-03,-13.178388355E-03
+522.500E-09,-26.432160521E-03,-20.213564160E-03
+525.000E-09,-28.341708239E-03,-13.680900912E-03
+527.500E-09,-28.844220797E-03,-21.218589274E-03
+530.000E-09,-27.437185636E-03,-16.695976257E-03
+532.500E-09,-27.135678101E-03,-16.695976257E-03
+535.000E-09,-27.336683124E-03,-17.198488815E-03
+537.500E-09,-27.336683124E-03,-20.716076717E-03
+540.000E-09,-25.226130383E-03,-24.736177176E-03
+542.500E-09,-27.336683124E-03,-24.233664619E-03
+545.000E-09,-30.251255958E-03,-28.756277636E-03
+547.500E-09,-23.216080153E-03,-28.756277636E-03
+550.000E-09,-25.929647963E-03,-32.273865538E-03
+552.500E-09,-27.336683124E-03,-29.258790193E-03
+555.000E-09,-23.316582665E-03,-29.258790193E-03
+557.500E-09,-24.924622849E-03,-32.273865538E-03
+560.000E-09,-25.728642941E-03,-25.238689733E-03
+562.500E-09,-22.713567596E-03,-32.776378095E-03
+565.000E-09,-25.326632895E-03,-37.298991112E-03
+567.500E-09,-25.929647963E-03,-33.278890652E-03
+570.000E-09,-24.924622849E-03,-33.278890652E-03
+572.500E-09,-21.809044993E-03,-32.776378095E-03
+575.000E-09,-24.120602757E-03,-32.776378095E-03
+577.500E-09,-26.331658010E-03,-37.298991112E-03
+580.000E-09,-21.909547504E-03,-36.796478555E-03
+582.500E-09,-23.316582665E-03,-40.816579014E-03
+585.000E-09,-24.020100245E-03,-44.334166916E-03
+587.500E-09,-21.708542481E-03,-40.816579014E-03
+590.000E-09,-19.396984717E-03,-44.334166916E-03
+592.500E-09,-21.809044993E-03,-41.319091571E-03
+595.000E-09,-22.211055039E-03,-41.319091571E-03
+597.500E-09,-22.311557550E-03,-44.836679474E-03
+600.000E-09,-23.517587688E-03,-44.836679474E-03
+602.500E-09,-22.512562573E-03,-45.339192031E-03
+605.000E-09,-18.592964625E-03,-41.821604129E-03
+607.500E-09,-18.592964625E-03,-44.836679474E-03
+610.000E-09,-19.396984717E-03,-44.836679474E-03
+612.500E-09,-20.804019878E-03,-44.836679474E-03
+615.000E-09,-20.804019878E-03,-48.856779933E-03
+617.500E-09,-18.894472159E-03,-48.354267376E-03
+620.000E-09,-20.100502297E-03,-48.354267376E-03
+622.500E-09,-17.587939510E-03,-52.374367835E-03
+625.000E-09,-17.587939510E-03,-52.374367835E-03
+627.500E-09,-19.396984717E-03,-56.394468295E-03
+630.000E-09,-19.296482205E-03,-60.414568754E-03
+632.500E-09,-16.080401838E-03,-49.359292490E-03
+635.000E-09,-16.180904349E-03,-56.896980852E-03
+637.500E-09,-17.286431975E-03,-56.896980852E-03
+640.000E-09,-18.291457091E-03,-53.379392950E-03
+642.500E-09,-12.964823982E-03,-56.896980852E-03
+645.000E-09,-18.391959602E-03,-57.902005966E-03
+647.500E-09,-18.190954579E-03,-57.399493409E-03
+650.000E-09,-17.185929464E-03,-57.399493409E-03
+652.500E-09,-16.080401838E-03,-56.394468295E-03
+655.000E-09,-15.276381746E-03,-60.414568754E-03
+657.500E-09,-14.472361654E-03,-56.896980852E-03
+660.000E-09,-14.572864165E-03,-60.414568754E-03
+662.500E-09,-14.572864165E-03,-60.917081311E-03
+665.000E-09,-14.371859143E-03,-60.414568754E-03
+667.500E-09,-12.964823982E-03,-60.917081311E-03
+670.000E-09,-12.864321470E-03,-60.917081311E-03
+672.500E-09,-13.567839051E-03,-64.937181771E-03
+675.000E-09,-12.060301378E-03,-60.917081311E-03
+677.500E-09,-15.879396815E-03,-68.957282230E-03
+680.000E-09,-12.864321470E-03,-57.399493409E-03
+682.500E-09,-10.452261195E-03,-60.917081311E-03
+685.000E-09,-10.452261195E-03,-65.942206885E-03
+687.500E-09,-10.552763706E-03,-65.439694328E-03
+690.000E-09,-8.040200919E-03,-64.937181771E-03
+692.500E-09,-9.447236080E-03,-64.937181771E-03
+695.000E-09,-9.648241103E-03,-64.434669214E-03
+697.500E-09,-3.819095437E-03,-64.434669214E-03
+700.000E-09,-9.849246126E-03,-68.454769673E-03
+702.500E-09,-8.040200919E-03,-64.937181771E-03
+705.000E-09,-4.120602971E-03,-64.937181771E-03
+707.500E-09,-4.824120551E-03,-68.454769673E-03
+710.000E-09,-5.728643155E-03,-64.937181771E-03
+712.500E-09,-6.331658224E-03,-64.937181771E-03
+715.000E-09,-5.527638132E-03,-68.957282230E-03
+717.500E-09,-7.738693385E-03,-68.957282230E-03
+720.000E-09,-5.527638132E-03,-64.937181771E-03
+722.500E-09,-100.502511E-06,-68.957282230E-03
+725.000E-09,-7.236180827E-03,-69.459794787E-03
+727.500E-09,-3.216080368E-03,-65.439694328E-03
+730.000E-09,-502.512558E-06,-65.439694328E-03
+732.500E-09,-2.412060276E-03,-64.434669214E-03
+735.000E-09,-4.924623063E-03,-65.439694328E-03
+737.500E-09,-1.608040184E-03,-68.454769673E-03
+740.000E-09,+0.0E+00,-68.957282230E-03
+742.500E-09,-1.809045207E-03,-64.937181771E-03
+745.000E-09,-4.522613017E-03,-64.937181771E-03
+747.500E-09,+603.015069E-06,-68.454769673E-03
+750.000E-09,-4.020100459E-03,-68.454769673E-03
+752.500E-09,-1.708542695E-03,-68.957282230E-03
+755.000E-09,+804.020092E-06,-68.957282230E-03
+757.500E-09,+1.708542695E-03,-68.957282230E-03
+760.000E-09,-804.020092E-06,-68.957282230E-03
+762.500E-09,-2.814070322E-03,-64.937181771E-03
+765.000E-09,+5.427135620E-03,-61.922106426E-03
+767.500E-09,+804.020092E-06,-60.414568754E-03
+770.000E-09,+301.507534E-06,-65.439694328E-03
+772.500E-09,+1.005025115E-03,-64.434669214E-03
+775.000E-09,+1.608040184E-03,-61.419593869E-03
+777.500E-09,+4.723618040E-03,-64.434669214E-03
+780.000E-09,+5.326633109E-03,-64.937181771E-03
+782.500E-09,+904.522603E-06,-60.917081311E-03
+785.000E-09,+1.809045207E-03,-64.937181771E-03
+787.500E-09,+4.020100459E-03,-60.917081311E-03
+790.000E-09,+7.236180827E-03,-64.937181771E-03
+792.500E-09,+4.020100459E-03,-64.937181771E-03
+795.000E-09,+2.512562787E-03,-65.439694328E-03
+797.500E-09,+5.125628086E-03,-68.454769673E-03
+800.000E-09,+6.532663247E-03,-56.896980852E-03
+802.500E-09,+5.728643155E-03,-68.454769673E-03
+805.000E-09,+6.432160735E-03,-54.384418064E-03
+807.500E-09,+4.824120551E-03,-56.896980852E-03
+810.000E-09,+7.236180827E-03,-60.917081311E-03
+812.500E-09,+7.336683338E-03,-57.399493409E-03
+815.000E-09,+7.236180827E-03,-53.379392950E-03
+817.500E-09,+7.336683338E-03,-57.399493409E-03
+820.000E-09,+8.040200919E-03,-56.394468295E-03
+822.500E-09,+11.256281286E-03,-56.394468295E-03
+825.000E-09,+9.849246126E-03,-60.414568754E-03
+827.500E-09,+9.547738591E-03,-56.896980852E-03
+830.000E-09,+8.643215988E-03,-52.374367835E-03
+832.500E-09,+10.653266217E-03,-53.379392950E-03
+835.000E-09,+10.251256172E-03,-52.876880392E-03
+837.500E-09,+9.849246126E-03,-60.917081311E-03
+840.000E-09,+11.155778775E-03,-52.876880392E-03
+842.500E-09,+13.768844074E-03,-48.856779933E-03
+845.000E-09,+12.763818959E-03,-53.379392950E-03
+847.500E-09,+11.356783798E-03,-52.876880392E-03
+850.000E-09,+12.261306401E-03,-49.359292490E-03
+852.500E-09,+12.663316447E-03,-44.836679474E-03
+855.000E-09,+15.276381746E-03,-48.354267376E-03
+857.500E-09,+13.768844074E-03,-41.319091571E-03
+860.000E-09,+12.964823982E-03,-48.354267376E-03
+862.500E-09,+13.668341562E-03,-44.334166916E-03
+865.000E-09,+14.673366677E-03,-48.354267376E-03
+867.500E-09,+16.984924441E-03,-44.836679474E-03
+870.000E-09,+15.778894304E-03,-44.334166916E-03
+872.500E-09,+15.477386769E-03,-41.821604128E-03
+875.000E-09,+16.080401838E-03,-41.821604128E-03
+877.500E-09,+16.180904349E-03,-37.298991112E-03
+880.000E-09,+18.190954579E-03,-40.314066457E-03
+882.500E-09,+12.964823982E-03,-40.314066457E-03
+885.000E-09,+18.492462113E-03,-41.821604128E-03
+887.500E-09,+17.688442022E-03,-36.796478555E-03
+890.000E-09,+18.492462113E-03,-36.796478555E-03
+892.500E-09,+18.291457091E-03,-37.298991112E-03
+895.000E-09,+19.296482205E-03,-29.258790193E-03
+897.500E-09,+21.708542481E-03,-36.293965997E-03
+900.000E-09,+16.080401838E-03,-32.273865538E-03
+902.500E-09,+19.195979694E-03,-32.776378095E-03
+905.000E-09,+19.296482205E-03,-29.258790193E-03
+907.500E-09,+20.100502297E-03,-28.756277636E-03
+910.000E-09,+17.487436999E-03,-32.776378095E-03
+912.500E-09,+20.201004809E-03,-28.756277636E-03
+915.000E-09,+20.904522389E-03,-28.756277636E-03
+917.500E-09,+21.005024901E-03,-32.776378095E-03
+920.000E-09,+20.904522389E-03,-28.253765078E-03
+922.500E-09,+20.904522389E-03,-24.736177176E-03
+925.000E-09,+19.999999786E-03,-24.736177176E-03
+927.500E-09,+23.316582665E-03,-24.736177176E-03
+930.000E-09,+22.512562573E-03,-21.218589274E-03
+932.500E-09,+20.100502297E-03,-21.218589274E-03
+935.000E-09,+20.301507320E-03,-16.695976257E-03
+937.500E-09,+21.809044993E-03,-20.213564160E-03
+940.000E-09,+24.924622849E-03,-20.716076717E-03
+942.500E-09,+20.100502297E-03,-20.213564160E-03
+945.000E-09,+18.592964625E-03,-16.193463700E-03
+947.500E-09,+24.924622849E-03,-16.193463700E-03
+950.000E-09,+21.809044993E-03,-16.695976257E-03
+952.500E-09,+20.904522389E-03,-16.695976257E-03
+955.000E-09,+24.221105268E-03,-12.675875798E-03
+957.500E-09,+21.708542481E-03,-12.675875798E-03
+960.000E-09,+20.904522389E-03,-9.660800453E-03
+962.500E-09,+23.417085176E-03,-4.635674879E-03
+965.000E-09,+24.221105268E-03,-5.138187436E-03
+967.500E-09,+19.999999786E-03,-8.655775338E-03
+970.000E-09,+23.216080153E-03,-9.158287896E-03
+972.500E-09,+22.613065084E-03,-615.574419E-06
+975.000E-09,+22.512562573E-03,-4.133162322E-03
+977.500E-09,+22.211055039E-03,-615.574419E-06
+980.000E-09,+23.417085176E-03,-615.574419E-06
+982.500E-09,+25.025125360E-03,-4.133162322E-03
+985.000E-09,+21.708542481E-03,+2.902013483E-03
+987.500E-09,+24.120602757E-03,-113.061862E-06
+990.000E-09,+23.316582665E-03,-113.061862E-06
+992.500E-09,+21.708542481E-03,+2.902013483E-03
+995.000E-09,+19.698492251E-03,+3.404526040E-03
+997.500E-09,+21.608039970E-03,+7.424626499E-03
+1.000000E-06,+21.005024901E-03,+3.907038597E-03
+1.002500E-06,+22.512562573E-03,-113.061862E-06
+1.005000E-06,+19.296482205E-03,+6.922113942E-03
+1.007500E-06,+24.723617826E-03,+11.444726959E-03
+1.010000E-06,+20.301507320E-03,+10.942214402E-03
+1.012500E-06,+21.005024901E-03,+15.464827418E-03
+1.015000E-06,+26.633165544E-03,+19.484927878E-03
+1.017500E-06,+21.608039970E-03,+11.947239516E-03
+1.020000E-06,+21.708542481E-03,+15.967339976E-03
+1.022500E-06,+22.613065084E-03,+15.464827418E-03
+1.025000E-06,+24.020100245E-03,+11.947239516E-03
+1.027500E-06,+21.608039970E-03,+15.464827418E-03
+1.030000E-06,+22.512562573E-03,+15.967339976E-03
+1.032500E-06,+22.914572619E-03,+18.982415321E-03
+1.035000E-06,+24.723617826E-03,+22.500003223E-03
+1.037500E-06,+20.201004809E-03,+15.967339976E-03
+1.040000E-06,+24.221105268E-03,+23.505028337E-03
+1.042500E-06,+21.809044993E-03,+23.505028337E-03
+1.045000E-06,+20.703517366E-03,+23.002515780E-03
+1.047500E-06,+19.999999786E-03,+27.525128797E-03
+1.050000E-06,+20.904522389E-03,+31.042716699E-03
+1.052500E-06,+21.809044993E-03,+31.545229256E-03
+1.055000E-06,+23.115577642E-03,+27.525128797E-03
+1.057500E-06,+19.396984717E-03,+32.047741813E-03
+1.060000E-06,+19.999999786E-03,+27.525128797E-03
+1.062500E-06,+22.512562573E-03,+35.565329716E-03
+1.065000E-06,+20.100502297E-03,+27.525128797E-03
+1.067500E-06,+19.899497274E-03,+28.027641354E-03
+1.070000E-06,+21.608039970E-03,+35.565329716E-03
+1.072500E-06,+20.100502297E-03,+31.042716699E-03
+1.075000E-06,+19.999999786E-03,+39.082917618E-03
+1.077500E-06,+21.005024901E-03,+32.047741813E-03
+1.080000E-06,+19.195979694E-03,+39.585430175E-03
+1.082500E-06,+16.281406861E-03,+35.565329716E-03
+1.085000E-06,+16.884421930E-03,+39.082917618E-03
+1.087500E-06,+18.492462113E-03,+32.047741813E-03
